date,text,Subjectivity,Polarity,Analysis
2018-10-13,"tesla inc is reducing production hours for its higher priced electric cars model s and model x to improve efficiencies, a tesla spokesperson said on wednesday.",0.5,0.25,Positive
2018-10-13,"u.s. electric vehicle (ev) maker tesla inc  has held talks with china's tianjin lishen to supply batteries for its new shanghai factory, and two people with direct knowledge of the matter said the pair signed a preliminary agreement.",0.42727272727272725,0.11818181818181818,Positive
2018-10-13,china's tianjin lishen said on tuesday it has not signed any agreement with tesla inc  on supplying batteries to the u.s. electric vehicle maker's shanghai factory.,0.0,0.0,Neutral
2018-10-13,china's tianjin lishen said on tuesday it has not signed any agreement with tesla inc on supplying batteries to the u.s. electric vehicle maker's shanghai factory.,0.0,0.0,Neutral
2018-10-13,"* tesla says it received quotes from lishen, but nothing signed",0.0,0.0,Neutral
2018-10-13,"tesla inc  denied on tuesday that it had signed a preliminary agreement with tianjin lishen to supply batteries for its new shanghai car factory, saying it had received quotes from the chinese battery maker but did not proceed further.",0.3181818181818182,0.04545454545454545,Positive
2017-10-13,* u.s. carmaker's current exclusive supplier is japan's panasonic,0.4,0.0,Neutral
2018-10-13,"tesla's model 3 has been given the green light to hit the road in europe, clearing the final hurdle for the european introduction of the battery-powered sedan expected next month.",0.39999999999999997,0.016666666666666666,Positive
2017-10-13,"toyota motor corp  and panasonic corp  are set to launch a joint venture next year to produce batteries for electric vehicles (ev) in an effort to compete with chinese rivals, a source familiar with the matter said.",0.16666666666666666,0.125,Positive
2018-10-13,"warren buffett's berkshire hathaway inc has signed an agreement to allow extraction of lithium from its geothermal wells in california, a project that could offer u.s. carmakers and battery producers a secure supply of the metal, the financial times reported on sunday.",0.3,0.2,Positive
2018-10-13,elon musk is adding to the gloom that has enveloped much of the automotive sector in recent months. tesla's chief executive on friday effectively issued the firm’s first profit warning. in an email to employees he wrote that he would be reducing staff by 7 percent.,0.3527777777777778,0.11944444444444442,Positive
2018-10-13,"tesla inc said on friday it would cut thousands of jobs to rein in costs as it plans to increase production of lower-priced versions of its crucial model 3 sedan, sending its shares down as much as 10 percent.",0.4962962962962963,0.014814814814814808,Positive
2018-10-13,"tesla inc on friday said it will cut its full-time workforce by about 7 percent, while it ramps up production of its model 3 sedan.",0.0,0.0,Neutral
2018-10-13,"tesla inc's  customer referral incentive plan will end on feb. 1, the electric carmaker's chief executive officer elon musk tweeted on thursday, citing costs.",0.0,0.0,Neutral
2018-10-13,"general motors co  executives on friday bucked gloomy forecasts for growth and sent the automaker's shares soaring, promising investors stronger 2019 earnings and outlining ambitious plans for its cadillac brand to challenge tesla inc  in the growing electric...",0.5833333333333334,0.16666666666666666,Positive
2018-10-13,"cadillac is expected to become general motors co's  lead electric vehicle brand as the largest u.s. automaker gears up to introduce a new model under that luxury marquee to challenge tesla inc , two people briefed on the matter said thursday.",0.4515151515151515,0.02878787878787879,Positive
2018-10-13,one man is pressing on alone with a lawsuit alleging tesla inc failed to warn about unintended acceleration defects in its vehicles after five of his former co-plaintiffs voluntarily dismissed similar claims.,0.2333333333333333,-0.16666666666666666,Negative
2018-10-13,chicago law firm corboy & demetrio said on tuesday it filed a lawsuit against electric carmaker tesla inc alleging that its 2014 model s sedan had a defective battery pack that caused the death of an 18-year old passenger in an accident last year.,0.22222222222222224,-0.03333333333333333,Negative
2018-10-13,"mercedes-benz sold 2.31 million passenger cars last year, likely enough to make it the top-selling premium automotive brand in 2018, although some analysts are questioning how much longer german manufacturers can dominate the luxury car industry.",0.35333333333333333,0.04,Positive
2018-10-13,"tesla inc  broke ground on monday for its shanghai gigafactory where it plans to begin making its model 3 electric vehicles (ev) by year-end, a first step in localizing production in the world's largest auto market.",0.3333333333333333,0.25,Positive
2017-10-13,"elon musk, tesla inc's chief executive, said in a tweet  that he is looking forward to breaking ground on the new tesla shanghai gigafactory on monday.",0.45454545454545453,0.13636363636363635,Positive
2017-10-13,"tesla inc has asked the trump administration to exempt the chinese-made car computer ""brain"" of its new model 3 sedan from 25 percent tariffs imposed in august, saying they threaten the electric carmaker's bottom line.",0.45454545454545453,0.13636363636363635,Positive
2018-10-13,"tesla inc said on friday it plans to start delivering model 3 cars to customers in china in march, cementing a time frame that the u.s. electric vehicle (ev) maker's chief executive, elon musk, tweeted about late last year.",0.3333333333333333,-0.15,Negative
2018-10-13,"tesla inc said on friday it plans to start delivering model 3 cars to customers in china in march, cementing a time frame that the u.s. electric vehicle maker's chief executive, elon musk, tweeted about late last year.",0.3333333333333333,-0.15,Negative
2018-10-13,"tesla inc  on wednesday cut u.s. prices for all its vehicles to offset lower green tax credits, and fell short on quarterly deliveries of its mass-market model 3 sedan, sending shares of the electric vehicle maker down nearly 7 percent on worries of future profitability...",0.28277777777777774,-0.05111111111111113,Negative
2018-10-13,"general motors co  hit 200,000 total electric vehicles sold in the united states by the end of 2018, reaching a threshold that triggers a phase-out of a $7,500 federal tax credit over the next 15 months, a person briefed on the matter said wednesday.",0.4166666666666667,0.016666666666666673,Positive
2018-10-13,tesla inc shares fell 9 percent on wednesday after the electric car maker delivered fewer-than-expected model 3 sedans in the fourth quarter and cut prices for all its vehicles in the united states to offset a reduction in a green tax credit.,0.15,-0.1,Negative
2018-10-13,"tesla inc said on wednesday it produced 61,394 model 3s and delivered nearly 1,000 vehicles per day in the fourth quarter.",0.2,0.05,Positive
2018-10-13,"tesla inc had over 3,000 model 3s left in inventory in the united states as of sunday, automotive news website electrek reported on monday, citing people familiar with the matter.",0.25,0.1875,Positive
2018-10-13,"tesla inc had over 3,000 model 3 vehicles left in inventory in the united states as of sunday, automotive news website electrek reported on monday, citing people familiar with the matter.",0.25,0.1875,Positive
2018-10-13,"tesla inc on friday named oracle corp co-founder larry ellison, a shareholder and self-described close friend of chief executive elon musk, to its board to provide the independent oversight demanded by u.s. regulators after musk tweeted about taking the electric carmaker...",0.125,0.0,Neutral
2018-10-13,tesla inc on friday named two independent board directors as part of a september deal with federal regulators to move past the turbulence following chief executive officer elon musk's tweet about taking the electric carmaker private.,0.2125,-0.0625,Negative
2018-10-13,"elon musk, tesla inc's  chief executive, asked a u.s. judge to dismiss a lawsuit by a british diver who helped rescue a boys soccer team trapped in a thailand cave and said musk defamed him by calling him a pedophile and child rapist.",0.0,-0.1,Negative
2018-10-13,"tesla inc  has registered a financial leasing company in china, a local business registration filing shows, in the latest sign the u.s. electric car maker is attempting to speed up its push into china.",0.3,0.16666666666666666,Positive
2018-10-13,tesla inc  chief executive elon musk said the electric car company will reimburse customers if delays to car deliveries cause them to miss out on a significant tax credit.,0.875,0.375,Positive
2018-10-13,"general motors co said on thursday the fate of its lordstown, ohio, car assembly plant, which tesla inc chief executive elon musk has suggested he might buy, is a matter to be settled with the plant's union next year.",0.25,0.02500000000000001,Positive
2018-10-13,"kidman resources, a supplier of lithium to u.s. electric car maker tesla said on monday it had settled a court dispute that could have derailed joint development of a mine in western australian with chile's sqm.",0.0,0.0,Neutral
2018-10-13,"tesla inc has hired dane butswinkas, a washington, d.c. trial lawyer, as its general counsel, the electric car manufacturer said late on thursday.",0.55,-0.12499999999999999,Negative
2018-10-13,"tesla inc will pay a 50-50 mix of stock and cash to holders of its bonds due in march, if they elect to convert the debt, bloomberg reported on thursday, citing a copy of the settlement notice.",0.6375,0.3375,Positive
2018-10-13,"tesla inc has opened a tender process to build its shanghai gigafactory and at least one contractor has started buying materials, according to sources and documents reviewed by reuters, the clearest indication that construction is imminent.",0.4,-0.3,Negative
2018-10-13,"tesla inc had plans to build its pilot small electric suv model y at gigafactory 1 by june 1, 2020, the business insider reported on monday, citing leaked internal documents, but said the company changed its plans later.",0.13333333333333333,-0.08333333333333333,Negative
2018-10-13,"u.s. president donald trump said china had agreed to cut import tariffs on american-made cars, buoying shares in bmw and daimler ag who manufacture in the united states for export to the world's biggest auto market.",0.0,0.0,Neutral
2018-10-13,"tesla inc met its production target of 1,000 model 3 cars per day, automotive news website electrek reported on friday, citing chief executive officer elon musk's email to employees.",0.0,0.0,Neutral
2018-10-13,electric carmaker tesla inc has seen a flurry of senior executives leave the company in recent months.,0.25,0.0,Neutral
2018-10-13,"tesla inc's  vehicle sales in china sank 70 percent last month from a year ago, the country's passenger car association told reuters on tuesday, underscoring how the sino-u.s. trade war is hurting the u.s. electric carmaker.",0.06666666666666667,0.0,Neutral
2018-10-13,"(the nov. 26 story corrects paragraphs 4 and 5 to show the sec filed charges against musk and tesla, and that musk and tesla settled those charges without admitting or denying the sec's allegations)",0.6,-0.1,Negative
2018-10-13,"tesla inc sold just 211 cars in china last month, a sharp drop versus a year ago, the country's passenger car association told reuters on tuesday, underscoring how the sino-u.s. trade war is hurting the electric carmaker.",0.4083333333333333,-0.0625,Negative
2018-10-13,"tesla inc  is cutting the price of its model x and model s cars in china, the u.s. firm said on thursday, in a shift in strategy that will see it take more of a hit from tariffs linked to a biting trade war between china and the united states.",0.6,-0.10000000000000002,Negative
2018-10-13,"tesla inc  could be interested in partnering with daimler ag's  mercedes-benz on an electric version of its sprinter van, chief executive officer elon musk said in a tweet  on monday.",0.5,0.25,Positive
2018-10-13,"tesla inc has started taking orders for its model 3 sedan in china for a deposit of 8,000 yuan ($1,153.60), according to the electric carmaker's china website ",0.0,0.0,Neutral
2018-10-13,"tesla inc has started taking orders for its model 3 sedan in china, the electric carmaker's china website said, adding that booking a model 3 required a deposit of 8,000 yuan ($1,153.60).",0.0,0.0,Neutral
2018-10-13,"tesla inc  has cut prices on its residential solar systems by as much as 25 percent in a bid to lift lagging sales after the company streamlined its sales and marketing organization, a company official told reuters on thursday.",0.2,0.2,Positive
2018-10-13,"tesla inc has cut prices on its residential solar systems by as much as 25 percent in a bid to lift lagging sales after the company streamlined its sales and marketing organization, a company official told reuters.",0.2,0.2,Positive
2018-10-13,"tesla inc  chief executive officer elon musk said on thursday that model 3s ordered in the united states by the end of this month will be delivered by dec. 31, as the electric carmaker tries to take advantage of tax breaks.",0.4,-0.1,Negative
2018-10-13,"tesla inc chief executive elon musk said on thursday that model 3s ordered in the united states by the end of this month will be delivered by dec. 31, as the electric carmaker tries to take advantage of tax breaks.",0.4,-0.1,Negative
2018-10-13,"tesla inc co-founder elon musk and mexico's tequila producers could be headed for a collision after the agave-based drink's industry group opposed the flamboyant billionaire's efforts to trademark an alcoholic drink dubbed ""teslaquila.""",0.5,-0.25,Negative
2018-10-13,"tesla inc co-founder elon musk and mexico's tequila producers could be headed for a collision after the agave-based drink's industry group opposed the flamboyant billionaire's efforts to trademark an alcoholic drink dubbed ""teslaquila.""",0.5,-0.25,Negative
2018-10-13,"tesla inc has named director robyn denholm as board chair, fulfilling a demand by the u.s. securities and exchange commission to strip the job from elon musk, the electric car maker's wayward chief executive who has dragged the company through months of turbulence.",0.0,0.0,Neutral
2018-10-13,"volkswagen will offer a tesla-rivalling electric car costing below 20,000 euros ($22,836) and convert three of its factories into electric car plants as part of a far-reaching overhaul, a source familiar with the deliberations told reuters.",0.5,0.375,Positive
2018-10-13,"elon musk is finally getting his adult supervision. robyn denholm, finance chief at australian telecom operator telstra, will move from her boardroom seat at tesla to the head of the table – and oversee the $60 billion electric-car maker's erratic chief executive full-time...",0.43333333333333335,0.03333333333333333,Positive
2018-10-13,"tesla inc said board member robyn denholm will replace elon musk as its chair, more than a month after the billionaire had to step down as the electric-car maker's chairman as part of a settlement with u.s. regulators.",0.3944444444444445,0.17222222222222222,Positive
2018-10-13,"robyn denholm will replace elon musk as chair of tesla inc, cnbc reported on thursday.",0.0,0.0,Neutral
2018-10-13,(this version of the story has been refiled to correct spelling of partner in paragraph 10 and 11),0.0,0.0,Neutral
2018-10-13,"tesla inc  said on friday that it is developing plans to start producing about 3,000 model 3 vehicles per week in shanghai in the initial phase of its gigafactory 3 to reduce the impact of tariffs.",0.0,0.0,Neutral
2018-10-13,"tesla inc said on friday it is looking to reduce the impact of tariffs on its model 3 sedan by building more cars in shanghai, china.",0.5,0.5,Positive
2018-10-13,"general motors co's  chief executive officer mary barra said on thursday she expects tesla inc  to be around in the next 10 years, despite the electric carmaker's troubles with turning around its operations.",0.25,0.02500000000000001,Positive
2018-10-13,"japan's panasonic corp on wednesday reported a decline in quarterly profit far beyond what analysts estimated, as costs rose at the battery plant it jointly runs with u.s. electric vehicle maker tesla inc.",0.975,0.35,Positive
2018-10-13,"japan's panasonic corp on wednesday reported a 15 percent fall in second-quarter operating profit, missing analyst estimates, weighed down by investment in tesla inc's battery plant in nevada.",0.16944444444444445,-0.1777777777777778,Negative
2018-10-13,"tesla inc  chief executive officer elon musk took to twitter on monday, saying he deleted his tesla titles last week to see what would happen, without giving further details.",0.2833333333333333,0.0,Neutral
2018-10-13,"tesla inc chief executive officer elon musk took to twitter on monday, saying he deleted his tesla titles last week to see what would happen, without giving further details.",0.2833333333333333,0.0,Neutral
2018-10-13,"baillie gifford & co, one of the top shareholders of tesla inc , has said it would be willing to inject more cash into the electric carmaker, the times reported  on monday.",0.5833333333333334,0.4166666666666667,Positive
2018-10-13,"daimler ag  does not rule out cooperating with tesla inc  in future even though the german luxury car producer sold its stake in the u.s. electric vehicles company, daimler's chief executive told a polish newspaper.",0.0625,0.0,Neutral
2018-10-13,"daimler ag does not rule out cooperating with tesla inc in future even though the german luxury car producer sold its stake in the u.s. electric vehicles company, daimler's chief executive told a polish newspaper.",0.0625,0.0,Neutral
2018-10-13,"baillie gifford & co, one of the top shareholders of tesla inc, has said it would be willing to inject more cash into the electric carmaker, the times reported  on monday.",0.5833333333333334,0.4166666666666667,Positive
2018-10-13,"tesla inc  chief executive elon musk said the tweet that cost him and the company $20 million in fines each by the u.s. securities and exchange commision was ""worth it"".",0.1,0.3,Positive
2018-10-13,"tesla inc  has not received a u.s. subpoena related to its model 3 production forecasts, the electric carmaker said on friday, following a report that it faced a deepening criminal probe about the projections.",0.35000000000000003,-0.13333333333333333,Negative
2018-10-13,"tesla inc said on friday it had not received a subpoena from the u.s. department of justice regarding production guidance for its model 3 sedans, in response to a wall street journal story ",0.0,0.0,Neutral
2018-10-13,tesla inc shares jumped more than 12 percent on tuesday after long-time critic and short-seller citron research said it had a change of heart and is now betting the electric automaker's stock will rise.,0.5,0.5,Positive
2018-10-13,tesla inc shares jumped on thursday as wall street analysts said the company had turned a corner with profitable third quarter results and might not now need to raise outside capital.,0.025,0.0,Neutral
2018-10-13,"tesla inc's blockbuster quarterly results and ability to generate free cash-flow wowed wall street on thursday, with several analysts saying the electric carmaker may not need to raise capital soon to boost model 3 production.",0.4,0.2,Positive
2018-10-13,tesla inc chief executive officer elon musk said on thursday the electric carmaker's new model 3 will be available in australia and the uk around the middle of next year.,0.21363636363636362,0.1340909090909091,Positive
2018-10-13,tesla inc chief executive officer elon musk said on thursday the electric carmaker's new model 3 will be available in australia around the middle of next year.,0.21363636363636362,0.1340909090909091,Positive
2018-10-13,"tesla inc  reported a net profit, positive cash flow and wider-than-expected margins for the latest quarter on wednesday, delivering on chief executive elon musk's promise to turn the electric carmaker profitable as higher production volumes of its new model 3 began...",0.48,0.22272727272727275,Positive
2018-10-13,"tesla inc's  high-end model s sedan lost its ""recommended"" rating and the electric carmaker slid overall by six spots to almost the bottom in consumer reports magazine's annual reliability survey.",0.0,0.0,Neutral
2018-10-13,"tesla is back on the road, with its battery charged at least one-quarter full. the delayed ramp-up of its model 3 revved up the electric-car maker’s latest sales and drove it into the black in the three months to september.",0.45666666666666667,0.07666666666666669,Positive
2018-10-13,oct 24 - tesla inc made good on chief executive officer elon musk's promise that it would turn a profit in the third quarter.,0.30000000000000004,0.35,Positive
2018-10-13,"chief executive elon musk may post a long-promised profit when tesla inc reports third-quarter results later on wednesday, as production of the model 3 electric sedan takes off, but investors will want to know if such results are sustainable.",0.25,0.0,Neutral
2018-10-13,"tesla inc's high-end model s sedan lost its ""recommended"" rating and the electric carmaker slid overall by six spots to almost the bottom in consumer reports magazine's annual reliability survey.",0.0,0.0,Neutral
2018-10-13,"the sharp surge in tesla inc's share price on tuesday slammed short sellers of the stock with $1.11 billion in losses for the day on paper, pushing their performance for the year into the red, according to financial analytics firm s3 partners.",0.29000000000000004,-0.065,Negative
2018-10-13,"tesla inc's  shanghai gigafactory is planning to produce two models in its first phase project, a shanghai government filing showed on wednesday.",0.3333333333333333,0.25,Positive
2018-10-13,"when tesla inc posts third-quarter results on wednesday, chief executive elon musk may show off a long-promised quarterly profit, as production of his model 3 electric sedan takes off. but the real question is whether any such gains will be sustainable.",0.4,0.1,Positive
2018-10-13,"tesla inc has increased the price for its new model 3 sedan launched last week by $1,000 to $46,000, according to the company's website.",0.2606060606060606,0.06818181818181818,Positive
2018-10-13,"tesla inc's shares rose nearly 4 percent on tuesday, after long-time critic and short-seller citron research reversed its opinion on the stock to ""long"" from ""short"".",0.5125,0.16249999999999998,Positive
2018-10-13,tesla inc  chief executive elon musk said twitter had locked his account thinking it had been hacked.,0.0,0.0,Neutral
2018-10-13,"tesla inc on thursday introduced a new $45,000 version of its model 3 sedan on its website, launching the car as u.s. tax breaks for tesla cars are about to decrease.",0.45454545454545453,0.13636363636363635,Positive
2018-10-13,- shares of electric carmaker  up 1.6 pct at $268.21 premarket,0.0,0.0,Neutral
2018-10-13,"tesla inc is launching a new version of its model 3 sedan with a ""mid-range"" battery priced at $45,000, automotive news website electrek reported  on thursday. (reporting by uday sampath in bengaluru...",0.45454545454545453,0.13636363636363635,Positive
2018-10-13,"tesla inc has signed an agreement with the shanghai government for an 860,000 square meter plot of land to build its first overseas gigafactory, the electric carmaker said in a chinese social media post on wednesday.",0.13333333333333333,0.09444444444444444,Positive
2018-10-13,"tesla inc  chief executive officer elon musk will purchase company stock worth $20 million in the next open trading session, the electric carmaker said in a filing on wednesday.",0.19999999999999998,0.09999999999999999,Positive
2018-10-13,electric carmaker tesla inc  has seen a flurry of senior executives leave the company in recent months.,0.25,0.0,Neutral
2018-10-13,"tesla inc's  vice president of manufacturing, gilbert passin, has left the company, business insider reported on wednesday, citing a source familiar with the situation.",0.25,0.1875,Positive
2018-10-13,"tesla inc's vice president of manufacturing, gilbert passin, has left the company, business insider reported  on wednesday, citing a source familiar with the situation.",0.25,0.1875,Positive
2018-10-13,"tesla inc's vice president of manufacturing, gilbert passin, has left the company, business insider reported  on wednesday, citing a source familiar with the situation.",0.25,0.1875,Positive
2018-10-13,"tesla inc chief executive officer elon musk will purchase company stock worth $20 million in the next open trading session, the electric carmaker said in a filing on wednesday.",0.19999999999999998,0.09999999999999999,Positive
2018-10-13,"tesla inc  and general motors co , which have lobbied congress to lift a cap on electric vehicles eligible for a $7,500 tax credit, could get their way for up to four years under a new proposal from a republican senator.",0.4772727272727273,0.09318181818181819,Positive
2018-10-13,"a u.s. judge on tuesday approved a settlement between a federal regulator, tesla inc and its chief executive officer, elon musk, over his tweets promising to take the company private, signalling an end to a tumultuous period for investors.",0.4375,0.1,Positive
2018-10-13,"a u.s. judge on tuesday approved the settlement between the securities and exchange commission, tesla inc and its chief executive officer elon musk.",0.0,0.0,Neutral
2017-10-13,"tesla inc  has produced more than 11,500 cars, including about 7,400 model 3s, so far this month, automotive news website electrek reported on friday, citing a source familiar with the matter.",0.6666666666666666,0.325,Positive
2017-10-13,"electric carmaker tesla inc said  orders for cars placed by oct. 15 will be eligible for a full federal tax credit of $7,500 and these customers will get their cars delivered by the end of the year.",0.55,0.35,Positive
2017-10-13,"electric carmaker tesla inc said  all orders for its vehicles placed by oct. 15 are eligible for full federal tax credit of $7,500 and such customers will get their cars delivered by the end of the year.",0.525,0.175,Positive
2017-10-13,"elon musk replied with a tweet saying: ""this is incorrect"" after the financial times reported that outgoing twenty-first century fox inc chief executive james murdoch was the lead candidate to replace him as tesla inc chairman.",0.0,0.0,Neutral
2017-10-13,"tesla can find a better chairman than james murdoch. the outgoing chief executive of twenty-first century fox is the leading candidate to oversee elon musk, the financial times reported on wednesday. he’d be a better pick than any of the $44 billion electric-car maker’s...",0.3333333333333333,0.3333333333333333,Positive
2017-10-13,"the u.s. securities and exchange commission, tesla inc and chief executive officer elon musk submitted a joint filing late on wednesday in support of a settlement, saying the terms were in the best interest of investors.",0.44999999999999996,0.35,Positive
2017-10-13,"u.s. securities and exchange commission, tesla inc and chief executive officer elon musk filed a submission late on wednesday in support of the approval and resolution of civil matters, saying the terms were in the best interest of investors.",0.44999999999999996,0.35,Positive
2017-10-13,"tesla shareholder t. rowe price group inc raised its stake in the electric car maker by nearly half in the july-september quarter, according to a regulatory filing on wednesday, an apparent vote of confidence for embattled ceo elon musk.",0.2583333333333333,-0.05833333333333333,Negative
2017-10-13,"tesla shareholder t. rowe price group inc raised its stake in the electric car maker by nearly half in the july-september quarter, according to a regulatory filing on wednesday, an apparent vote of confidence for embattled ceo elon musk.",0.2583333333333333,-0.05833333333333333,Negative
2017-10-13,a pair of offshore hedge funds that claim to have lost more than $15 million to cover short positions in tesla have asked for court approval to lead consolidated private securities fraud litigation against the carmaker.,0.39166666666666666,0.16666666666666666,Positive
2017-10-13,a pair of offshore hedge funds that claim to have lost more than $15 million to cover short positions in tesla have asked for court approval to lead consolidated private securities fraud litigation against the carmaker.,0.39166666666666666,0.16666666666666666,Positive
2017-10-13,"outgoing twenty-first century fox inc chief executive james murdoch is the lead candidate to replace elon musk as tesla inc chairman, the financial times reported on wednesday, citing two people briefed on the discussions.",0.0,0.0,Neutral
2017-10-13,"tesla inc  claimed its model 3 electric car has the lowest risk of occupant injury of any vehicle in u.s. government tests, but the national highway traffic safety administration on tuesday said the claim goes beyond the scope of its analysis.",0.0,0.0,Neutral
2017-10-13,"there’s absolutely no doubt that the hottest securities class action of the moment is the shareholder fraud case against tesla over elon musk’s infamous $20 million tweet, in which investors have until tuesday at midnight to file a claim to lead the case. there will undoubtedly...",0.6666666666666666,-0.16666666666666666,Negative
2017-10-13,"shares of tesla inc  fell 7 percent on friday, as david einhorn's hedge fund greenlight capital slammed the electric carmaker the day after tesla ceo elon musk mocked the u.s. securities and exchange commission on twitter.",0.0,0.0,Neutral
2017-10-13,"hedge fund manager david einhorn lambasted tesla inc  and its ""despondent"" chief executive elon musk on friday, comparing the electric car company to lehman brothers holdings inc, where he had flagged accounting problems several months before its 2008 collapse.",0.0,0.0,Neutral
2017-10-13,"shares of tesla inc fell as much as 4 percent on friday, after chief executive elon musk stirred nerves about the settlement of his securities fraud lawsuit by mocking the u.s. securities and exchange commission on twitter.",0.2,0.2,Positive
2017-10-13,"tesla inc's elon musk on thursday mocked the u.s. securities and exchange commission, just hours after a federal judge ordered him and the regulator to justify their securities fraud settlement, which let musk remain chief executive.",0.0,0.0,Neutral
2017-10-13,"tesla inc chief executive elon musk appeared to mock the u.s. securities and exchange commission in a tweet on thursday by calling it the ""shortseller enrichment commission"" days after settling fraud charges it brought against him.",0.0,0.0,Neutral
2017-10-13,"tesla inc chief executive elon musk appeared to mock the u.s. securities and exchange commission in a tweet on thursday by calling it the ""shortseller enrichment commission"" days after settling fraud charges it brought against him.",0.0,0.0,Neutral
2017-10-13,a new york district court judge has asked tesla inc chief executive officer elon musk and u.s. securities and exchange commission to provide a joint statement by oct. 11 before approving the recent settlement.,0.3522727272727273,0.06818181818181818,Positive
2017-10-13,general motors co’s  cadillac outscored tesla inc  in a new ranking of partially automated driving systems tested by consumer reports and released on thursday.,0.4181818181818182,0.02878787878787879,Positive
2017-10-13,a federal judge has ruled that tesla must defend itself at a trial over allegations it knew foreign workers at its california assembly plant were threatened with deportation if they reported an injury and worked long shifts that violated forced labor laws.,0.2416666666666667,-0.15833333333333335,Negative
2017-10-13,"some tesla directors have proposed that james murdoch, fellow board member at the electric carmaker and chief executive officer of twenty-first century fox inc, succeed elon musk as its chairman, the new york times reported on tuesday, citing people involved in the board's...",0.45454545454545453,0.13636363636363635,Positive
2017-10-13,general motors co’s cadillac outscored tesla inc in a new ranking of partially automated driving systems tested by consumer reports and released on thursday.,0.4181818181818182,0.02878787878787879,Positive
2017-10-13,"u.s. hedge fund hudson bay capital management holds a short position in shares of automaker tesla inc, its chief executive said on wednesday.",0.3,0.0,Neutral
2017-10-13,"u.s. hedge fund hudson bay capital management holds a short position in automaker tesla inc., its chief executive said on wednesday.",0.3,0.0,Neutral
2017-10-13,"some tesla directors have proposed that james murdoch, fellow board member at the electric carmaker and chief executive officer of twenty-first century fox inc , succeed elon musk as its chairman, the new york times reported on tuesday, citing people involved in the board's...",0.45454545454545453,0.13636363636363635,Positive
2017-10-13,a federal judge has ruled that tesla must defend itself at a trial over allegations it knew foreign workers at one of its facilities were threatened with deportation if they reported an injury and worked long shifts that violated forced labor laws.,0.2416666666666667,-0.15833333333333335,Negative
2017-10-13,tesla inc  announced record quarterly car production on tuesday but warned of major problems with selling cars in china due to new tariffs that would force it to accelerate investment in its factory in shanghai.,0.4431818181818182,0.024621212121212117,Positive
2017-10-13,"tesla inc produced 53,239 of its model 3 sedans in the third quarter and delivered 55,840 of the vehicles to customers, the company said on tuesday.",0.0,0.0,Neutral
2017-10-13,tesla and its ceo elon musk did not admit liability in this weekend’s $20 million settlement with the u.s. securities and exchange commission. but lawyers for shareholders suing tesla in for securities fraud said the sec’s case against musk and his company will help the...,0.6,-0.1,Negative
2017-10-13,"tesla inc's  settlement with u.s. regulators will help soothe investors calling for more oversight of chief executive elon musk, experts said, even as it gives ammunition to short-sellers pursing separate cases and to a probe by the justice department.",0.5,0.5,Positive
2017-10-13,shares of tesla inc  jumped by almost 18 percent on monday as chief executive elon musk settled a lawsuit that had threatened to force him out and said a surge in third-quarter production had driven it to the verge of profitability.,0.0,0.0,Neutral
2017-10-13,shares of tesla inc jumped by almost 18 percent on monday as chief executive elon musk settled a lawsuit that had threatened to force him out and said a surge in third-quarter production had driven it to the verge of profitability.,0.0,0.0,Neutral
2017-10-13,tesla and its ceo elon musk did not admit liability in this weekend’s $20 million settlement with the u.s. securities and exchange commission. but lawyers for shareholders suing tesla in for securities fraud said the sec’s case against musk and his company will help the...,0.6,-0.1,Negative
2017-10-13,"tesla inc  produced 53,000 model 3 sedans in the third quarter ended sept. 30, electrek reported on monday, citing a source familiar with the matter.",0.25,0.1875,Positive
2017-10-13,three new vehicles debuting at the paris car show this week will show investors and consumers the challenges facing the global auto industry as it grapples with the biggest technological changes in a century.,0.22727272727272727,0.06818181818181818,Positive
2017-10-13,"tesla inc's settlement with u.s. regulators will help soothe investors calling for more oversight of chief executive elon musk, experts said, even as it gives ammunition to short-sellers pursing separate cases and to a probe by the justice department.",0.5,0.5,Positive
2017-10-13,u.s. securities and exchange commission chairman jay clayton said in a statement on saturday that the agency's settlement with carmaker tesla was in the best interests of the u.s. markets and company shareholders.,0.3,1.0,Positive
2017-10-13,the u.s. securities and exchange commission said on saturday it had reached a settlement with car-maker tesla and chief executive elon musk over his aug. 7 tweets about taking the company private.,0.375,0.0,Neutral
2017-10-13,"tesla inc's  elon musk could settle with u.s. regulators who have sued to remove him from the electric carmaker's leadership, but he is prepared to fight the securities fraud lawsuit against him in court, sources said on friday as shares plunged about 14 percent.",0.0,0.0,Neutral
2017-10-13,* musk refuses to relinquish leadership for settling with sec,0.6,-0.1,Negative
2017-10-13,"the cost to insure debt holdings in electric carmaker tesla inc  rose to its highest-ever level on friday as the bond market reflected growing worries about a default, following the news that chief executive elon musk had been accused of fraud by federal regulators.",0.525,0.3,Positive
2017-10-13,"the cost to insure debt holdings in electric carmaker tesla inc rose to its highest-ever level on friday as the bond market reflected growing worries about a default, following the news that chief executive elon musk had been accused of fraud by federal regulators.",0.525,0.3,Positive
2017-10-13,"tesla inc  chief executive officer elon musk refused to pay a nominal fine and give up the role of chairman for two years as part of a settlement with the u.s. securities and exchange commission, cnbc reported on friday, citing sources.",0.5,0.4166666666666667,Positive
